"session_var","Coefficient","Estimate","LowerCI","UpperCI"
"total","mh_prevyes",-0.194597217845752,-0.209026220771273,-0.180168214920231
"individual","mh_prevyes",4.30126634488329,3.93830088560107,4.66423180416551
"group","mh_prevyes",1.20442127894828,-0.234361855927875,2.64320441382444
"family","mh_prevyes",0.90952584993543,0.731084243745057,1.0879674561258
"community","mh_prevyes",0.451847608042003,0.183693432859717,0.720001783224289
